scaffold_1	RepeatMasker	similarity	2	2527	 3.9	-	.	Target "Motif:rnd-5_family-905" 1 2554
scaffold_1	RepeatMasker	similarity	13711	13780	 0.0	+	.	Target "Motif:rnd-6_family-98" 1 70
scaffold_1	RepeatMasker	similarity	65377	65569	 9.9	-	.	Target "Motif:rnd-6_family-509" 1 192
scaffold_1	RepeatMasker	similarity	112162	114766	 2.9	-	.	Target "Motif:rnd-4_family-1103" 1 2617
scaffold_1	RepeatMasker	similarity	144210	144680	 9.9	-	.	Target "Motif:rnd-3_family-42" 795 1281
scaffold_1	RepeatMasker	similarity	144755	145194	17.1	+	.	Target "Motif:rnd-5_family-69" 4 513
scaffold_1	RepeatMasker	similarity	145245	145455	22.5	-	.	Target "Motif:rnd-3_family-42" 7 223
scaffold_1	RepeatMasker	similarity	145459	146037	 3.6	+	.	Target "Motif:rnd-6_family-7379" 2 580
scaffold_1	RepeatMasker	similarity	146035	146673	 3.0	+	.	Target "Motif:rnd-6_family-7379" 810 1448
scaffold_1	RepeatMasker	similarity	146680	146824	 9.0	+	.	Target "Motif:rnd-5_family-1893" 1213 1357
scaffold_1	RepeatMasker	similarity	148447	148674	11.4	+	.	Target "Motif:rnd-5_family-1893" 1342 1570
scaffold_1	RepeatMasker	similarity	148722	148999	 7.7	+	.	Target "Motif:rnd-5_family-1893" 1564 1770
scaffold_1	RepeatMasker	similarity	148997	149044	12.5	+	.	Target "Motif:rnd-6_family-1274" 1914 1961
scaffold_1	RepeatMasker	similarity	149223	149347	 9.8	-	.	Target "Motif:rnd-6_family-10717" 1057 1178
scaffold_1	RepeatMasker	similarity	149524	149585	14.5	-	.	Target "Motif:rnd-6_family-834" 665 728
scaffold_1	RepeatMasker	similarity	149839	150013	13.2	+	.	Target "Motif:rnd-5_family-4259" 1074 1250
scaffold_1	RepeatMasker	similarity	157556	157744	18.1	-	.	Target "Motif:rnd-5_family-75" 2742 2834
scaffold_1	RepeatMasker	similarity	157763	157921	17.0	-	.	Target "Motif:rnd-5_family-4259" 1052 1210
scaffold_1	RepeatMasker	similarity	160062	160395	10.3	+	.	Target "Motif:rnd-6_family-10717" 2675 2983
scaffold_1	RepeatMasker	similarity	161092	161614	12.7	+	.	Target "Motif:rnd-3_family-42" 735 1282
scaffold_1	RepeatMasker	similarity	162686	162788	27.2	-	.	Target "Motif:rnd-4_family-438" 1092 1194
scaffold_1	RepeatMasker	similarity	162872	163105	21.6	+	.	Target "Motif:rnd-5_family-2884" 1 234
scaffold_1	RepeatMasker	similarity	175368	175437	 1.4	+	.	Target "Motif:rnd-6_family-98" 1 70
scaffold_1	RepeatMasker	similarity	176624	177709	 5.9	+	.	Target "Motif:rnd-5_family-56" 5 1085
scaffold_1	RepeatMasker	similarity	177674	177735	21.3	-	.	Target "Motif:rnd-6_family-1587" 898 959
scaffold_1	RepeatMasker	similarity	177793	177891	 4.0	-	.	Target "Motif:rnd-6_family-12865" 4205 4303
scaffold_1	RepeatMasker	similarity	177941	178004	17.5	-	.	Target "Motif:rnd-6_family-12865" 4241 4303
scaffold_1	RepeatMasker	similarity	177989	180706	 4.2	-	.	Target "Motif:rnd-6_family-12865" 562 3348
scaffold_1	RepeatMasker	similarity	180702	180850	 9.8	-	.	Target "Motif:rnd-6_family-5382" 311 478
scaffold_1	RepeatMasker	similarity	182289	182698	15.3	+	.	Target "Motif:rnd-5_family-2884" 1 400
scaffold_1	RepeatMasker	similarity	182707	182923	23.2	-	.	Target "Motif:rnd-4_family-438" 569 795
scaffold_1	RepeatMasker	similarity	190429	190912	24.8	-	.	Target "Motif:rnd-6_family-11156" 1 462
scaffold_1	RepeatMasker	similarity	190695	190964	26.3	+	.	Target "Motif:rnd-1_family-2" 220 461
scaffold_1	RepeatMasker	similarity	226741	228450	 1.4	-	.	Target "Motif:rnd-4_family-1103" 909 2617
scaffold_1	RepeatMasker	similarity	228440	228552	 1.8	-	.	Target "Motif:rnd-4_family-1103" 1 113
scaffold_1	RepeatMasker	similarity	233310	233587	21.4	+	.	Target "Motif:rnd-4_family-438" 395 673
scaffold_1	RepeatMasker	similarity	234798	235325	15.0	+	.	Target "Motif:rnd-4_family-438" 669 1197
scaffold_1	RepeatMasker	similarity	281507	281549	 4.7	+	.	Target "Motif:rnd-3_family-75" 2 44
scaffold_1	RepeatMasker	similarity	321029	324622	22.9	-	.	Target "Motif:rnd-1_family-2" 1 228
scaffold_1	RepeatMasker	similarity	324717	324918	24.6	+	.	Target "Motif:rnd-4_family-175" 2 203
scaffold_1	RepeatMasker	similarity	332649	333070	 8.2	-	.	Target "Motif:rnd-5_family-714" 1 394
scaffold_1	RepeatMasker	similarity	346478	346641	13.4	-	.	Target "Motif:rnd-1_family-201" 1 121
scaffold_1	RepeatMasker	similarity	368755	368850	21.9	+	.	Target "Motif:rnd-6_family-4197" 1 96
scaffold_1	RepeatMasker	similarity	370069	371030	17.2	+	.	Target "Motif:rnd-4_family-438" 130 1197
scaffold_1	RepeatMasker	similarity	381363	381425	15.9	-	.	Target "Motif:rnd-6_family-2501" 3153 3216
scaffold_1	RepeatMasker	similarity	387006	387045	 0.0	+	.	Target "Motif:rnd-3_family-75" 2 41
scaffold_1	RepeatMasker	similarity	402254	402470	 9.7	-	.	Target "Motif:rnd-5_family-1276" 1 232
scaffold_1	RepeatMasker	similarity	402424	402531	20.0	+	.	Target "Motif:rnd-5_family-2341" 247 354
scaffold_1	RepeatMasker	similarity	402599	402757	 8.2	+	.	Target "Motif:rnd-6_family-2554" 75 241
scaffold_1	RepeatMasker	similarity	407607	410879	 8.0	-	.	Target "Motif:rnd-5_family-803" 3 3231
scaffold_1	RepeatMasker	similarity	412160	412622	22.3	-	.	Target "Motif:rnd-5_family-849" 171 992
scaffold_1	RepeatMasker	similarity	412778	412925	18.2	-	.	Target "Motif:rnd-6_family-2172" 105 253
scaffold_1	RepeatMasker	similarity	413361	414062	17.1	-	.	Target "Motif:rnd-5_family-849" 1426 2015
scaffold_1	RepeatMasker	similarity	414060	414079	19.4	-	.	Target "Motif:rnd-5_family-849" 1392 1426
scaffold_1	RepeatMasker	similarity	414244	414997	19.4	-	.	Target "Motif:rnd-5_family-849" 11 1391
scaffold_1	RepeatMasker	similarity	415000	415356	20.0	-	.	Target "Motif:rnd-5_family-849" 398 701
scaffold_1	RepeatMasker	similarity	415625	415736	12.6	+	.	Target "Motif:rnd-5_family-2341" 240 354
scaffold_1	RepeatMasker	similarity	415869	416203	 6.4	-	.	Target "Motif:rnd-1_family-210" 1 333
scaffold_1	RepeatMasker	similarity	416205	416590	 6.0	-	.	Target "Motif:rnd-5_family-1276" 1 387
scaffold_1	RepeatMasker	similarity	416545	416652	11.1	+	.	Target "Motif:rnd-5_family-2341" 247 355
scaffold_1	RepeatMasker	similarity	469987	471013	 6.0	-	.	Target "Motif:rnd-6_family-11156" 8 1193
scaffold_1	RepeatMasker	similarity	481783	482088	23.3	-	.	Target "Motif:rnd-1_family-23" 1 306
scaffold_1	RepeatMasker	similarity	502784	502982	18.4	+	.	Target "Motif:rnd-6_family-1012" 380 560
scaffold_1	RepeatMasker	similarity	502984	503111	13.3	+	.	Target "Motif:rnd-6_family-1545" 155 282
scaffold_1	RepeatMasker	similarity	503581	503929	23.4	+	.	Target "Motif:rnd-6_family-1012" 377 722
scaffold_1	RepeatMasker	similarity	504696	505150	11.9	-	.	Target "Motif:rnd-4_family-438" 744 1197
scaffold_1	RepeatMasker	similarity	513124	513431	22.0	-	.	Target "Motif:rnd-4_family-438" 422 738
scaffold_1	RepeatMasker	similarity	514055	514334	14.3	-	.	Target "Motif:rnd-4_family-438" 139 427
scaffold_1	RepeatMasker	similarity	519206	521095	 2.3	-	.	Target "Motif:rnd-4_family-1103" 696 2617
scaffold_1	RepeatMasker	similarity	521097	521597	 5.0	-	.	Target "Motif:rnd-4_family-1103" 1 514
scaffold_1	RepeatMasker	similarity	537178	537535	35.2	-	.	Target "Motif:rnd-5_family-556" 1425 1781
scaffold_1	RepeatMasker	similarity	542192	542288	23.9	-	.	Target "Motif:rnd-5_family-556" 1280 1377
scaffold_1	RepeatMasker	similarity	547249	547478	25.2	-	.	Target "Motif:rnd-5_family-556" 1067 1284
scaffold_1	RepeatMasker	similarity	548971	549308	26.5	-	.	Target "Motif:rnd-5_family-2884" 1 399
scaffold_1	RepeatMasker	similarity	552565	553690	 3.6	+	.	Target "Motif:rnd-6_family-11156" 1 1210
scaffold_1	RepeatMasker	similarity	553753	554129	22.3	-	.	Target "Motif:rnd-5_family-2884" 1 376
scaffold_1	RepeatMasker	similarity	574639	574746	21.3	-	.	Target "Motif:rnd-4_family-343" 160 267
scaffold_1	RepeatMasker	similarity	577346	577439	20.2	+	.	Target "Motif:rnd-6_family-741" 5 99
scaffold_1	RepeatMasker	similarity	584350	584951	 5.0	-	.	Target "Motif:rnd-1_family-21" 1 603
scaffold_1	RepeatMasker	similarity	609109	609151	13.9	-	.	Target "Motif:rnd-6_family-2107" 25 67
scaffold_1	RepeatMasker	similarity	609152	609180	19.2	+	.	Target "Motif:rnd-6_family-723" 327 399
scaffold_1	RepeatMasker	similarity	625822	625944	22.8	-	.	Target "Motif:rnd-1_family-2" 316 440
scaffold_1	RepeatMasker	similarity	629942	630092	19.9	-	.	Target "Motif:rnd-6_family-11156" 1061 1212
scaffold_1	RepeatMasker	similarity	648977	649127	19.9	+	.	Target "Motif:rnd-6_family-11156" 1061 1212
scaffold_1	RepeatMasker	similarity	699526	700033	 1.4	+	.	Target "Motif:rnd-4_family-1103" 1 517
scaffold_1	RepeatMasker	similarity	720203	720242	10.0	-	.	Target "Motif:rnd-6_family-2090" 44 83
scaffold_1	RepeatMasker	similarity	771642	771674	 3.0	+	.	Target "Motif:rnd-6_family-6536" 674 706
scaffold_1	RepeatMasker	similarity	776029	776066	 2.6	-	.	Target "Motif:rnd-6_family-2501" 3168 3205
scaffold_1	RepeatMasker	similarity	899662	900095	11.1	-	.	Target "Motif:rnd-3_family-42" 849 1281
scaffold_1	RepeatMasker	similarity	900496	900804	19.2	-	.	Target "Motif:rnd-3_family-42" 34 341
scaffold_1	RepeatMasker	similarity	900825	903545	 4.9	+	.	Target "Motif:rnd-5_family-75" 1 2717
scaffold_1	RepeatMasker	similarity	914064	914103	10.0	-	.	Target "Motif:rnd-6_family-7805" 457 496
scaffold_1	RepeatMasker	similarity	916562	916625	11.7	+	.	Target "Motif:rnd-6_family-723" 302 364
scaffold_1	RepeatMasker	similarity	972043	973694	 1.9	-	.	Target "Motif:rnd-4_family-1103" 966 2617
scaffold_1	RepeatMasker	similarity	973689	974206	 2.5	-	.	Target "Motif:rnd-4_family-1103" 1 517
scaffold_1	RepeatMasker	similarity	977624	977657	 5.9	+	.	Target "Motif:rnd-5_family-330" 84 117
scaffold_1	RepeatMasker	similarity	985604	985775	25.3	-	.	Target "Motif:rnd-5_family-330" 10 182
scaffold_1	RepeatMasker	similarity	994374	994416	11.6	+	.	Target "Motif:rnd-6_family-2090" 40 82
scaffold_1	RepeatMasker	similarity	1001695	1002034	 6.7	-	.	Target "Motif:rnd-1_family-210" 1 333
scaffold_1	RepeatMasker	similarity	1002024	1002058	 2.9	-	.	Target "Motif:rnd-5_family-1276" 352 386
scaffold_1	RepeatMasker	similarity	1002036	1002397	 7.4	+	.	Target "Motif:rnd-5_family-2341" 1 355
scaffold_1	RepeatMasker	similarity	1014601	1014679	26.0	-	.	Target "Motif:rnd-4_family-446" 90 167
scaffold_1	RepeatMasker	similarity	1028597	1028673	11.7	+	.	Target "Motif:rnd-6_family-2501" 93 155
scaffold_1	RepeatMasker	similarity	1055051	1055131	 1.2	-	.	Target "Motif:rnd-6_family-8058" 4209 4289
