ID	HG3
MSTRG.5810	0
MSTRG.5918	0
MSTRG.20438	1425
MSTRG.19848	2710
MSTRG.19849	31
MSTRG.19846	0
MSTRG.19847	98
MSTRG.19844	0
MSTRG.19845	848
MSTRG.19842	1221
MSTRG.19843	0
MSTRG.19840	0
MSTRG.19841	28
MSTRG.15172	7
MSTRG.15173	59
MSTRG.15170	9
MSTRG.15171	0
MSTRG.15176	214
MSTRG.15177	1414
MSTRG.18312	0
MSTRG.15175	3
MSTRG.15178	30811
MSTRG.15179	8707
MSTRG.10522	4
MSTRG.10523	24
MSTRG.10520	0
MSTRG.10521	57
MSTRG.37305	5032
MSTRG.10527	106
MSTRG.37307	162
MSTRG.37306	97
MSTRG.37309	65
MSTRG.37308	1397
MSTRG.10528	319
MSTRG.10529	59
MSTRG.20435	1726
MSTRG.5660	0
MSTRG.5661	0
MSTRG.5662	189
MSTRG.5663	7
MSTRG.5664	0
MSTRG.5665	0
MSTRG.5666	5237
MSTRG.5667	406
MSTRG.5668	26
MSTRG.5669	619
MSTRG.38304	6
MSTRG.38305	0
MSTRG.38306	238
MSTRG.38307	2972
MSTRG.38300	0
MSTRG.38301	0
MSTRG.38302	11
MSTRG.38303	73
MSTRG.38308	0
MSTRG.38309	63
MSTRG.3848	1020
MSTRG.3849	66
MSTRG.3842	2079
MSTRG.3843	357
MSTRG.3840	10
MSTRG.3841	353
MSTRG.3846	0
MSTRG.3847	46
MSTRG.3844	2
MSTRG.3845	304
MSTRG.18719	0
MSTRG.18718	0
MSTRG.18715	58
MSTRG.18714	382
MSTRG.18717	198
MSTRG.18716	1266
MSTRG.18711	177
MSTRG.18710	1040
MSTRG.18713	5
MSTRG.18712	566
MSTRG.28936	0
MSTRG.6310	1045
MSTRG.28934	297
MSTRG.28935	4
MSTRG.28932	11700
MSTRG.28933	0
MSTRG.28930	259
MSTRG.28931	54
MSTRG.6319	8
MSTRG.6318	8
MSTRG.28938	3
MSTRG.28939	0
MSTRG.33374	155
MSTRG.33375	96
MSTRG.33376	13
MSTRG.33377	284
MSTRG.33370	0
MSTRG.33371	567
MSTRG.33372	19
MSTRG.30938	55
MSTRG.30937	309
MSTRG.30936	3397
MSTRG.30935	0
MSTRG.30934	5
MSTRG.33378	109
MSTRG.33379	35
MSTRG.30931	0
MSTRG.30930	113
MSTRG.35439	1125
MSTRG.35438	0
MSTRG.32429	0
MSTRG.32428	5
MSTRG.35431	0
MSTRG.35430	10
MSTRG.35433	171
MSTRG.35432	881
MSTRG.35435	0
MSTRG.35434	0
MSTRG.35437	601
MSTRG.35436	12
MSTRG.12877	620
MSTRG.2701	3
MSTRG.208	51
MSTRG.209	3
MSTRG.204	18
MSTRG.205	88
MSTRG.206	0
MSTRG.207	32
MSTRG.200	1151
MSTRG.201	13817
MSTRG.202	0
MSTRG.203	397
MSTRG.9992	0
MSTRG.9993	13
MSTRG.9990	0
MSTRG.9991	0
MSTRG.9996	0
MSTRG.9997	1
MSTRG.9994	5
MSTRG.9995	229
MSTRG.9998	0
MSTRG.9999	10
MSTRG.34748	0
MSTRG.34749	0
MSTRG.11399	1031
MSTRG.8734	838
MSTRG.34740	7
MSTRG.34741	2805
MSTRG.34742	0
MSTRG.34743	0
MSTRG.34744	0
MSTRG.34745	5
MSTRG.34746	3709
MSTRG.34747	0
MSTRG.23426	554
MSTRG.26938	92
MSTRG.26939	175
MSTRG.26934	100
MSTRG.26935	16
MSTRG.26936	249
MSTRG.26937	6
MSTRG.26930	701
MSTRG.26931	33
MSTRG.26932	6
MSTRG.26933	2
MSTRG.12339	32
MSTRG.18217	12
MSTRG.35939	439
MSTRG.32265	0
MSTRG.8738	2444
MSTRG.36427	0
MSTRG.36426	1001
MSTRG.36425	0
MSTRG.36424	0
MSTRG.36423	523
MSTRG.36422	0
MSTRG.36421	1192
MSTRG.36420	54
MSTRG.12337	5
MSTRG.36429	405
MSTRG.36428	29091
MSTRG.30119	8
MSTRG.30118	0
MSTRG.12336	1
MSTRG.15174	1279
MSTRG.30111	0
MSTRG.30110	0
MSTRG.30113	99
MSTRG.30112	1434
MSTRG.30115	412
MSTRG.30114	0
MSTRG.30117	546
MSTRG.6905	0
MSTRG.6906	328
MSTRG.12332	0
MSTRG.20699	117
MSTRG.20698	0
MSTRG.20693	132
MSTRG.20692	0
MSTRG.20691	0
MSTRG.20690	0
MSTRG.20697	4
MSTRG.20696	0
MSTRG.20695	0
MSTRG.20694	0
MSTRG.37301	0
MSTRG.37300	0
MSTRG.37303	411
MSTRG.28091	4213
MSTRG.28090	34
MSTRG.28093	505
MSTRG.28092	1250
MSTRG.28095	1748
MSTRG.28094	225
MSTRG.28097	212
MSTRG.28096	0
MSTRG.28099	0
MSTRG.28098	24
MSTRG.37202	399
MSTRG.37304	18328
MSTRG.25521	0
MSTRG.20529	494
MSTRG.10524	0
MSTRG.20525	3307
MSTRG.20524	6
MSTRG.20527	1494
MSTRG.10525	0
MSTRG.20521	0
MSTRG.20520	62
MSTRG.20523	36
MSTRG.20522	0
MSTRG.17321	1112
MSTRG.17320	26
MSTRG.17323	0
MSTRG.17322	628
MSTRG.17325	5289
MSTRG.25524	957
MSTRG.17327	1875
MSTRG.17326	1863
MSTRG.17329	731
MSTRG.17328	7
MSTRG.37207	1792
MSTRG.16050	1964
MSTRG.16051	913
MSTRG.16052	0
MSTRG.16053	2
MSTRG.16054	2
MSTRG.16055	0
MSTRG.16056	8
MSTRG.16057	35
MSTRG.16058	304
MSTRG.16059	844
MSTRG.37468	18
MSTRG.37469	265
MSTRG.25348	3482
MSTRG.25349	92
MSTRG.25342	3
MSTRG.25343	0
MSTRG.25340	1177
MSTRG.25341	2734
MSTRG.37464	8
MSTRG.37465	0
MSTRG.37466	3292
MSTRG.25345	6574
MSTRG.5509	2471
MSTRG.5508	0
MSTRG.7054	0
MSTRG.5501	306
MSTRG.5500	19
MSTRG.5503	1470
MSTRG.5502	8
MSTRG.5505	0
MSTRG.5504	21
MSTRG.5507	0
MSTRG.5506	0
MSTRG.7056	134
MSTRG.2023	0
MSTRG.7050	31
MSTRG.777	0
MSTRG.2021	2
MSTRG.2020	99
MSTRG.888	0
MSTRG.889	0
MSTRG.2704	0
MSTRG.22589	7226
MSTRG.22588	4071
MSTRG.11585	507
MSTRG.11584	0
MSTRG.11583	0
MSTRG.880	0
MSTRG.11581	3
MSTRG.11580	157
MSTRG.22581	0
MSTRG.22580	9
MSTRG.22583	0
MSTRG.22582	0
MSTRG.22585	0
MSTRG.22584	0
MSTRG.11589	2962
MSTRG.11588	1073
MSTRG.26699	51
MSTRG.26698	51
MSTRG.26691	0
MSTRG.26690	355
MSTRG.26693	7398
MSTRG.26692	0
MSTRG.26695	57
MSTRG.26694	129
MSTRG.26697	661
MSTRG.26696	122
MSTRG.16588	0
MSTRG.16589	14
MSTRG.16582	125
MSTRG.16583	1370
MSTRG.16580	1250
MSTRG.16581	1328
MSTRG.16586	826
MSTRG.16587	2724
MSTRG.16584	143
MSTRG.16585	21
MSTRG.11059	1684
MSTRG.11058	35
MSTRG.11051	173
MSTRG.11050	680
MSTRG.11053	70
MSTRG.11052	1172
MSTRG.11055	1281
MSTRG.11054	90
MSTRG.11057	42
MSTRG.11056	1560
MSTRG.9492	572
MSTRG.23186	0
MSTRG.23187	141
MSTRG.23184	0
MSTRG.23185	7
MSTRG.23182	44
MSTRG.23183	668
MSTRG.23180	141
MSTRG.23181	103
MSTRG.23188	0
MSTRG.23189	749
MSTRG.27252	10
MSTRG.15771	16
MSTRG.27250	119
MSTRG.27251	0
MSTRG.27256	619
MSTRG.27257	0
MSTRG.27254	2
MSTRG.27255	213
MSTRG.15778	90
MSTRG.15779	109
MSTRG.27258	3871
MSTRG.27259	0
MSTRG.10720	15
MSTRG.10721	614
MSTRG.10722	116
MSTRG.10723	2546
MSTRG.10724	1
MSTRG.10725	181
MSTRG.10726	326
MSTRG.10727	117
MSTRG.10728	413
MSTRG.10729	0
MSTRG.34195	1
MSTRG.11553	0
MSTRG.33696	5
MSTRG.12768	163
MSTRG.12769	1393
MSTRG.12762	11
MSTRG.12763	0
MSTRG.12760	834
MSTRG.12761	54
MSTRG.12766	0
MSTRG.12767	8042
MSTRG.12764	24740
MSTRG.12765	603
MSTRG.10898	49
MSTRG.38149	1125
MSTRG.10892	200
MSTRG.38143	0
MSTRG.10890	27
MSTRG.10891	255
MSTRG.38146	842
MSTRG.10897	1049
MSTRG.10894	5558
MSTRG.10895	0
MSTRG.17048	1427
MSTRG.17049	2
MSTRG.33178	6
MSTRG.33179	406
MSTRG.17040	0
MSTRG.33173	39
MSTRG.33170	485
MSTRG.33171	317
MSTRG.33176	214
MSTRG.17045	0
MSTRG.17046	0
MSTRG.33175	170
MSTRG.12498	75
MSTRG.12499	235
MSTRG.12494	1066
MSTRG.12495	490
MSTRG.12496	0
MSTRG.12497	89
MSTRG.12490	801
MSTRG.12491	0
MSTRG.12492	18
MSTRG.12493	47
MSTRG.13541	1720
MSTRG.2508	3
MSTRG.2509	365
MSTRG.2500	214
MSTRG.2501	77050
MSTRG.2502	2219
MSTRG.2503	145282
MSTRG.2504	3360
MSTRG.2505	1568
MSTRG.2506	80034
MSTRG.2507	76
MSTRG.3679	943
MSTRG.30368	4
MSTRG.38142	0
MSTRG.3671	0
MSTRG.3670	0
MSTRG.3673	7
MSTRG.3672	65
MSTRG.3675	3
MSTRG.3674	0
MSTRG.3677	2103
MSTRG.3676	2145
MSTRG.20811	2602
MSTRG.20810	0
MSTRG.34152	2
MSTRG.25865	905
MSTRG.4902	0
MSTRG.4903	0
MSTRG.4900	277
MSTRG.20812	393
MSTRG.4906	38
MSTRG.4907	0
MSTRG.4904	2
MSTRG.4905	121
MSTRG.20815	4415
MSTRG.4908	41
MSTRG.4909	177
MSTRG.20814	0
MSTRG.20817	0
MSTRG.20816	0
MSTRG.8591	1308
MSTRG.8590	786
MSTRG.8593	0
MSTRG.8592	0
MSTRG.8595	3681
MSTRG.771	20
MSTRG.8597	1224
MSTRG.8596	749
MSTRG.8599	21
MSTRG.8598	1380
MSTRG.778	1677
MSTRG.779	275
MSTRG.33522	0
MSTRG.18179	12
MSTRG.18178	0
MSTRG.18175	3
MSTRG.18174	944
MSTRG.18177	7
MSTRG.18176	124
MSTRG.18171	0
MSTRG.18170	2
MSTRG.18173	448
MSTRG.18172	464
MSTRG.13547	2
MSTRG.1743	0
MSTRG.1742	450
MSTRG.1741	42
MSTRG.1740	0
MSTRG.1747	699
MSTRG.1746	6
MSTRG.1745	799
MSTRG.1744	0
MSTRG.1749	73
MSTRG.1748	0
MSTRG.21636	1
MSTRG.21637	252
MSTRG.21634	1442
MSTRG.21635	0
MSTRG.21632	0
MSTRG.21633	796
MSTRG.21630	130
MSTRG.21631	9
MSTRG.21638	84
