ID	S2
MSTRG.5810	0
MSTRG.5918	0
MSTRG.20438	989
MSTRG.19848	1126
MSTRG.19849	62
MSTRG.19846	49
MSTRG.19847	150
MSTRG.19844	0
MSTRG.19845	439
MSTRG.19842	821
MSTRG.19843	0
MSTRG.19840	0
MSTRG.19841	50
MSTRG.15172	60
MSTRG.15173	38
MSTRG.15170	6
MSTRG.15171	0
MSTRG.15176	275
MSTRG.15177	1464
MSTRG.18312	209
MSTRG.15175	4
MSTRG.15178	20075
MSTRG.15179	9345
MSTRG.10522	51
MSTRG.10523	128
MSTRG.10520	0
MSTRG.10521	320
MSTRG.37305	2068
MSTRG.10527	146
MSTRG.37307	665
MSTRG.37306	21
MSTRG.37309	125
MSTRG.37308	1550
MSTRG.10528	310
MSTRG.10529	222
MSTRG.20435	1773
MSTRG.5660	0
MSTRG.5661	0
MSTRG.5662	0
MSTRG.5663	107
MSTRG.5664	0
MSTRG.5665	0
MSTRG.5666	2962
MSTRG.5667	23
MSTRG.5668	27
MSTRG.5669	645
MSTRG.38304	0
MSTRG.38305	0
MSTRG.38306	52
MSTRG.38307	1634
MSTRG.38300	0
MSTRG.38301	0
MSTRG.38302	51
MSTRG.38303	20
MSTRG.38308	4
MSTRG.38309	495
MSTRG.3848	1809
MSTRG.3849	68
MSTRG.3842	2147
MSTRG.3843	631
MSTRG.3840	0
MSTRG.3841	144
MSTRG.3846	0
MSTRG.3847	676
MSTRG.3844	0
MSTRG.3845	407
MSTRG.18719	0
MSTRG.18718	0
MSTRG.18715	101
MSTRG.18714	67
MSTRG.18717	746
MSTRG.18716	1060
MSTRG.18711	301
MSTRG.18710	2317
MSTRG.18713	6
MSTRG.18712	5455
MSTRG.28936	0
MSTRG.6310	558
MSTRG.28934	282
MSTRG.28935	0
MSTRG.28932	8455
MSTRG.28933	0
MSTRG.28930	688
MSTRG.28931	104
MSTRG.6319	54
MSTRG.6318	172
MSTRG.28938	0
MSTRG.28939	0
MSTRG.33374	270
MSTRG.33375	168
MSTRG.33376	93
MSTRG.33377	389
MSTRG.33370	0
MSTRG.33371	1334
MSTRG.33372	54
MSTRG.30938	21
MSTRG.30937	293
MSTRG.30936	1548
MSTRG.30935	0
MSTRG.30934	3
MSTRG.33378	181
MSTRG.33379	0
MSTRG.30931	0
MSTRG.30930	51
MSTRG.35439	2051
MSTRG.35438	0
MSTRG.32429	0
MSTRG.32428	6
MSTRG.35431	0
MSTRG.35430	180
MSTRG.35433	693
MSTRG.35432	1245
MSTRG.35435	0
MSTRG.35434	30
MSTRG.35437	271
MSTRG.35436	144
MSTRG.12877	77
MSTRG.2701	0
MSTRG.208	13
MSTRG.209	0
MSTRG.204	38
MSTRG.205	1966
MSTRG.206	38
MSTRG.207	99
MSTRG.200	151
MSTRG.201	2448
MSTRG.202	0
MSTRG.203	914
MSTRG.9992	0
MSTRG.9993	17
MSTRG.9990	0
MSTRG.9991	0
MSTRG.9996	0
MSTRG.9997	0
MSTRG.9994	8
MSTRG.9995	38
MSTRG.9998	0
MSTRG.9999	2
MSTRG.34748	0
MSTRG.34749	0
MSTRG.11399	1014
MSTRG.8734	1121
MSTRG.34740	0
MSTRG.34741	161
MSTRG.34742	0
MSTRG.34743	0
MSTRG.34744	0
MSTRG.34745	3
MSTRG.34746	1046
MSTRG.34747	0
MSTRG.23426	1507
MSTRG.26938	293
MSTRG.26939	1254
MSTRG.26934	47
MSTRG.26935	44
MSTRG.26936	869
MSTRG.26937	6
MSTRG.26930	4873
MSTRG.26931	224
MSTRG.26932	74
MSTRG.26933	2
MSTRG.12339	127
MSTRG.18217	0
MSTRG.35939	1147
MSTRG.32265	1
MSTRG.8738	3882
MSTRG.36427	0
MSTRG.36426	1501
MSTRG.36425	3
MSTRG.36424	0
MSTRG.36423	320
MSTRG.36422	0
MSTRG.36421	89
MSTRG.36420	178
MSTRG.12337	0
MSTRG.36429	2960
MSTRG.36428	23226
MSTRG.30119	22
MSTRG.30118	34
MSTRG.12336	0
MSTRG.15174	1208
MSTRG.30111	0
MSTRG.30110	0
MSTRG.30113	38
MSTRG.30112	1319
MSTRG.30115	1137
MSTRG.30114	4
MSTRG.30117	569
MSTRG.6905	0
MSTRG.6906	134
MSTRG.12332	0
MSTRG.20699	36
MSTRG.20698	25
MSTRG.20693	1363
MSTRG.20692	79
MSTRG.20691	103
MSTRG.20690	0
MSTRG.20697	691
MSTRG.20696	0
MSTRG.20695	0
MSTRG.20694	0
MSTRG.37301	0
MSTRG.37300	6
MSTRG.37303	1269
MSTRG.28091	2001
MSTRG.28090	15
MSTRG.28093	552
MSTRG.28092	1000
MSTRG.28095	1419
MSTRG.28094	133
MSTRG.28097	839
MSTRG.28096	82
MSTRG.28099	0
MSTRG.28098	31
MSTRG.37202	363
MSTRG.37304	13844
MSTRG.25521	313
MSTRG.20529	1456
MSTRG.10524	0
MSTRG.20525	1065
MSTRG.20524	0
MSTRG.20527	361
MSTRG.10525	0
MSTRG.20521	0
MSTRG.20520	161
MSTRG.20523	134
MSTRG.20522	0
MSTRG.17321	922
MSTRG.17320	94
MSTRG.17323	6
MSTRG.17322	816
MSTRG.17325	3829
MSTRG.25524	1364
MSTRG.17327	1904
MSTRG.17326	1291
MSTRG.17329	734
MSTRG.17328	5
MSTRG.37207	1808
MSTRG.16050	102
MSTRG.16051	196
MSTRG.16052	29
MSTRG.16053	1
MSTRG.16054	3
MSTRG.16055	0
MSTRG.16056	11
MSTRG.16057	11
MSTRG.16058	546
MSTRG.16059	2011
MSTRG.37468	14
MSTRG.37469	1018
MSTRG.25348	4404
MSTRG.25349	84
MSTRG.25342	0
MSTRG.25343	0
MSTRG.25340	2950
MSTRG.25341	4357
MSTRG.37464	1217
MSTRG.37465	7
MSTRG.37466	18915
MSTRG.25345	2370
MSTRG.5509	2017
MSTRG.5508	30
MSTRG.7054	0
MSTRG.5501	286
MSTRG.5500	2
MSTRG.5503	939
MSTRG.5502	14
MSTRG.5505	6
MSTRG.5504	0
MSTRG.5507	0
MSTRG.5506	0
MSTRG.7056	336
MSTRG.2023	394
MSTRG.7050	23
MSTRG.777	0
MSTRG.2021	2
MSTRG.2020	25
MSTRG.888	15
MSTRG.889	0
MSTRG.2704	0
MSTRG.22589	8241
MSTRG.22588	3213
MSTRG.11585	741
MSTRG.11584	0
MSTRG.11583	3
MSTRG.880	0
MSTRG.11581	5
MSTRG.11580	241
MSTRG.22581	140
MSTRG.22580	3
MSTRG.22583	0
MSTRG.22582	60
MSTRG.22585	17
MSTRG.22584	0
MSTRG.11589	2201
MSTRG.11588	546
MSTRG.26699	116
MSTRG.26698	31
MSTRG.26691	412
MSTRG.26690	1320
MSTRG.26693	4174
MSTRG.26692	20
MSTRG.26695	28
MSTRG.26694	178
MSTRG.26697	345
MSTRG.26696	206
MSTRG.16588	0
MSTRG.16589	0
MSTRG.16582	46
MSTRG.16583	944
MSTRG.16580	2201
MSTRG.16581	772
MSTRG.16586	1309
MSTRG.16587	106
MSTRG.16584	0
MSTRG.16585	21
MSTRG.11059	2671
MSTRG.11058	181
MSTRG.11051	402
MSTRG.11050	957
MSTRG.11053	32
MSTRG.11052	1283
MSTRG.11055	2375
MSTRG.11054	83
MSTRG.11057	119
MSTRG.11056	1187
MSTRG.9492	634
MSTRG.23186	9
MSTRG.23187	86
MSTRG.23184	7
MSTRG.23185	63
MSTRG.23182	71
MSTRG.23183	582
MSTRG.23180	95
MSTRG.23181	89
MSTRG.23188	0
MSTRG.23189	522
MSTRG.27252	0
MSTRG.15771	52
MSTRG.27250	382
MSTRG.27251	0
MSTRG.27256	375
MSTRG.27257	0
MSTRG.27254	2
MSTRG.27255	50
MSTRG.15778	14
MSTRG.15779	544
MSTRG.27258	3556
MSTRG.27259	79
MSTRG.10720	4
MSTRG.10721	312
MSTRG.10722	78
MSTRG.10723	4862
MSTRG.10724	1
MSTRG.10725	90
MSTRG.10726	303
MSTRG.10727	293
MSTRG.10728	415
MSTRG.10729	2
MSTRG.34195	1
MSTRG.11553	0
MSTRG.33696	309
MSTRG.12768	59
MSTRG.12769	1687
MSTRG.12762	0
MSTRG.12763	0
MSTRG.12760	786
MSTRG.12761	38
MSTRG.12766	0
MSTRG.12767	4518
MSTRG.12764	1557
MSTRG.12765	203
MSTRG.10898	162
MSTRG.38149	2350
MSTRG.10892	221
MSTRG.38143	4
MSTRG.10890	13
MSTRG.10891	179
MSTRG.38146	289
MSTRG.10897	975
MSTRG.10894	1909
MSTRG.10895	0
MSTRG.17048	964
MSTRG.17049	0
MSTRG.33178	14
MSTRG.33179	415
MSTRG.17040	0
MSTRG.33173	38
MSTRG.33170	1079
MSTRG.33171	661
MSTRG.33176	474
MSTRG.17045	0
MSTRG.17046	0
MSTRG.33175	431
MSTRG.12498	96
MSTRG.12499	403
MSTRG.12494	3332
MSTRG.12495	242
MSTRG.12496	0
MSTRG.12497	23
MSTRG.12490	1565
MSTRG.12491	0
MSTRG.12492	108
MSTRG.12493	18
MSTRG.13541	643
MSTRG.2508	4
MSTRG.2509	567
MSTRG.2500	634
MSTRG.2501	4071
MSTRG.2502	424
MSTRG.2503	37237
MSTRG.2504	2124
MSTRG.2505	1672
MSTRG.2506	160397
MSTRG.2507	276
MSTRG.3679	31328
MSTRG.30368	2
MSTRG.38142	1
MSTRG.3671	0
MSTRG.3670	0
MSTRG.3673	29
MSTRG.3672	384
MSTRG.3675	2
MSTRG.3674	0
MSTRG.3677	658
MSTRG.3676	1091
MSTRG.20811	3568
MSTRG.20810	0
MSTRG.34152	4
MSTRG.25865	529
MSTRG.4902	0
MSTRG.4903	0
MSTRG.4900	514
MSTRG.20812	841
MSTRG.4906	15
MSTRG.4907	0
MSTRG.4904	6
MSTRG.4905	235
MSTRG.20815	12707
MSTRG.4908	15
MSTRG.4909	253
MSTRG.20814	0
MSTRG.20817	0
MSTRG.20816	60
MSTRG.8591	2765
MSTRG.8590	1121
MSTRG.8593	21
MSTRG.8592	68
MSTRG.8595	7324
MSTRG.771	10
MSTRG.8597	807
MSTRG.8596	1790
MSTRG.8599	37
MSTRG.8598	706
MSTRG.778	2758
MSTRG.779	537
MSTRG.33522	0
MSTRG.18179	203
MSTRG.18178	24
MSTRG.18175	14
MSTRG.18174	1125
MSTRG.18177	11
MSTRG.18176	89
MSTRG.18171	0
MSTRG.18170	0
MSTRG.18173	1884
MSTRG.18172	834
MSTRG.13547	11
MSTRG.1743	0
MSTRG.1742	2625
MSTRG.1741	280
MSTRG.1740	0
MSTRG.1747	968
MSTRG.1746	8
MSTRG.1745	573
MSTRG.1744	0
MSTRG.1749	8
MSTRG.1748	0
MSTRG.21636	2
MSTRG.21637	372
MSTRG.21634	3136
MSTRG.21635	0
MSTRG.21632	4
MSTRG.21633	834
MSTRG.21630	296
MSTRG.21631	18
MSTRG.21638	74
