ID	S3
MSTRG.5810	0
MSTRG.5918	0
MSTRG.20438	883
MSTRG.19848	1300
MSTRG.19849	49
MSTRG.19846	0
MSTRG.19847	155
MSTRG.19844	0
MSTRG.19845	520
MSTRG.19842	676
MSTRG.19843	0
MSTRG.19840	0
MSTRG.19841	29
MSTRG.15172	5
MSTRG.15173	105
MSTRG.15170	19
MSTRG.15171	0
MSTRG.15176	198
MSTRG.15177	990
MSTRG.18312	357
MSTRG.15175	0
MSTRG.15178	11960
MSTRG.15179	6598
MSTRG.10522	32
MSTRG.10523	49
MSTRG.10520	0
MSTRG.10521	707
MSTRG.37305	1559
MSTRG.10527	84
MSTRG.37307	1587
MSTRG.37306	5
MSTRG.37309	216
MSTRG.37308	1806
MSTRG.10528	202
MSTRG.10529	256
MSTRG.20435	1163
MSTRG.5660	0
MSTRG.5661	0
MSTRG.5662	4
MSTRG.5663	299
MSTRG.5664	0
MSTRG.5665	0
MSTRG.5666	2612
MSTRG.5667	87
MSTRG.5668	16
MSTRG.5669	464
MSTRG.38304	0
MSTRG.38305	0
MSTRG.38306	104
MSTRG.38307	2452
MSTRG.38300	0
MSTRG.38301	0
MSTRG.38302	219
MSTRG.38303	41
MSTRG.38308	3
MSTRG.38309	302
MSTRG.3848	824
MSTRG.3849	105
MSTRG.3842	2020
MSTRG.3843	578
MSTRG.3840	10
MSTRG.3841	177
MSTRG.3846	0
MSTRG.3847	546
MSTRG.3844	7
MSTRG.3845	501
MSTRG.18719	0
MSTRG.18718	0
MSTRG.18715	65
MSTRG.18714	14
MSTRG.18717	733
MSTRG.18716	834
MSTRG.18711	286
MSTRG.18710	2539
MSTRG.18713	5
MSTRG.18712	6435
MSTRG.28936	0
MSTRG.6310	542
MSTRG.28934	256
MSTRG.28935	0
MSTRG.28932	8354
MSTRG.28933	0
MSTRG.28930	635
MSTRG.28931	100
MSTRG.6319	71
MSTRG.6318	204
MSTRG.28938	0
MSTRG.28939	0
MSTRG.33374	260
MSTRG.33375	154
MSTRG.33376	73
MSTRG.33377	408
MSTRG.33370	0
MSTRG.33371	1296
MSTRG.33372	46
MSTRG.30938	5
MSTRG.30937	258
MSTRG.30936	1173
MSTRG.30935	0
MSTRG.30934	0
MSTRG.33378	173
MSTRG.33379	0
MSTRG.30931	0
MSTRG.30930	32
MSTRG.35439	2848
MSTRG.35438	0
MSTRG.32429	0
MSTRG.32428	6
MSTRG.35431	0
MSTRG.35430	43
MSTRG.35433	346
MSTRG.35432	733
MSTRG.35435	6
MSTRG.35434	54
MSTRG.35437	511
MSTRG.35436	74
MSTRG.12877	73
MSTRG.2701	0
MSTRG.208	4
MSTRG.209	8
MSTRG.204	35
MSTRG.205	1080
MSTRG.206	16
MSTRG.207	59
MSTRG.200	192
MSTRG.201	2534
MSTRG.202	0
MSTRG.203	656
MSTRG.9992	0
MSTRG.9993	30
MSTRG.9990	0
MSTRG.9991	0
MSTRG.9996	0
MSTRG.9997	0
MSTRG.9994	0
MSTRG.9995	23
MSTRG.9998	0
MSTRG.9999	14
MSTRG.34748	0
MSTRG.34749	0
MSTRG.11399	1068
MSTRG.8734	924
MSTRG.34740	0
MSTRG.34741	40
MSTRG.34742	0
MSTRG.34743	0
MSTRG.34744	0
MSTRG.34745	4
MSTRG.34746	1054
MSTRG.34747	0
MSTRG.23426	1619
MSTRG.26938	346
MSTRG.26939	1124
MSTRG.26934	72
MSTRG.26935	86
MSTRG.26936	770
MSTRG.26937	7
MSTRG.26930	6351
MSTRG.26931	283
MSTRG.26932	18
MSTRG.26933	0
MSTRG.12339	118
MSTRG.18217	3
MSTRG.35939	1041
MSTRG.32265	1
MSTRG.8738	4118
MSTRG.36427	0
MSTRG.36426	891
MSTRG.36425	0
MSTRG.36424	0
MSTRG.36423	387
MSTRG.36422	0
MSTRG.36421	29
MSTRG.36420	124
MSTRG.12337	0
MSTRG.36429	2143
MSTRG.36428	13293
MSTRG.30119	17
MSTRG.30118	34
MSTRG.12336	0
MSTRG.15174	3541
MSTRG.30111	0
MSTRG.30110	0
MSTRG.30113	78
MSTRG.30112	1467
MSTRG.30115	737
MSTRG.30114	2
MSTRG.30117	557
MSTRG.6905	0
MSTRG.6906	161
MSTRG.12332	0
MSTRG.20699	78
MSTRG.20698	231
MSTRG.20693	716
MSTRG.20692	40
MSTRG.20691	26
MSTRG.20690	0
MSTRG.20697	3043
MSTRG.20696	0
MSTRG.20695	0
MSTRG.20694	0
MSTRG.37301	0
MSTRG.37300	0
MSTRG.37303	1338
MSTRG.28091	2334
MSTRG.28090	15
MSTRG.28093	292
MSTRG.28092	1152
MSTRG.28095	1531
MSTRG.28094	103
MSTRG.28097	501
MSTRG.28096	17
MSTRG.28099	0
MSTRG.28098	66
MSTRG.37202	150
MSTRG.37304	11882
MSTRG.25521	675
MSTRG.20529	2389
MSTRG.10524	0
MSTRG.20525	1808
MSTRG.20524	2
MSTRG.20527	505
MSTRG.10525	0
MSTRG.20521	0
MSTRG.20520	50
MSTRG.20523	105
MSTRG.20522	0
MSTRG.17321	516
MSTRG.17320	112
MSTRG.17323	15
MSTRG.17322	992
MSTRG.17325	2156
MSTRG.25524	2375
MSTRG.17327	1250
MSTRG.17326	842
MSTRG.17329	898
MSTRG.17328	6
MSTRG.37207	1236
MSTRG.16050	0
MSTRG.16051	63
MSTRG.16052	27
MSTRG.16053	2
MSTRG.16054	6
MSTRG.16055	0
MSTRG.16056	7
MSTRG.16057	8
MSTRG.16058	596
MSTRG.16059	1881
MSTRG.37468	54
MSTRG.37469	2119
MSTRG.25348	5943
MSTRG.25349	84
MSTRG.25342	0
MSTRG.25343	0
MSTRG.25340	2945
MSTRG.25341	2138
MSTRG.37464	2036
MSTRG.37465	33
MSTRG.37466	5371
MSTRG.25345	1488
MSTRG.5509	1451
MSTRG.5508	38
MSTRG.7054	0
MSTRG.5501	158
MSTRG.5500	2
MSTRG.5503	1370
MSTRG.5502	18
MSTRG.5505	5
MSTRG.5504	6
MSTRG.5507	0
MSTRG.5506	0
MSTRG.7056	360
MSTRG.2023	215
MSTRG.7050	10
MSTRG.777	0
MSTRG.2021	2
MSTRG.2020	24
MSTRG.888	24
MSTRG.889	0
MSTRG.2704	0
MSTRG.22589	13352
MSTRG.22588	5448
MSTRG.11585	623
MSTRG.11584	2
MSTRG.11583	0
MSTRG.880	0
MSTRG.11581	1
MSTRG.11580	177
MSTRG.22581	17
MSTRG.22580	0
MSTRG.22583	0
MSTRG.22582	5
MSTRG.22585	29
MSTRG.22584	0
MSTRG.11589	1932
MSTRG.11588	431
MSTRG.26699	99
MSTRG.26698	42
MSTRG.26691	2979
MSTRG.26690	1085
MSTRG.26693	4189
MSTRG.26692	203
MSTRG.26695	45
MSTRG.26694	168
MSTRG.26697	431
MSTRG.26696	163
MSTRG.16588	0
MSTRG.16589	0
MSTRG.16582	54
MSTRG.16583	1174
MSTRG.16580	3438
MSTRG.16581	607
MSTRG.16586	850
MSTRG.16587	194
MSTRG.16584	6
MSTRG.16585	24
MSTRG.11059	2254
MSTRG.11058	138
MSTRG.11051	175
MSTRG.11050	878
MSTRG.11053	40
MSTRG.11052	1474
MSTRG.11055	2042
MSTRG.11054	117
MSTRG.11057	110
MSTRG.11056	1467
MSTRG.9492	1014
MSTRG.23186	11
MSTRG.23187	108
MSTRG.23184	8
MSTRG.23185	158
MSTRG.23182	55
MSTRG.23183	551
MSTRG.23180	96
MSTRG.23181	94
MSTRG.23188	0
MSTRG.23189	849
MSTRG.27252	0
MSTRG.15771	28
MSTRG.27250	708
MSTRG.27251	0
MSTRG.27256	616
MSTRG.27257	11
MSTRG.27254	0
MSTRG.27255	58
MSTRG.15778	40
MSTRG.15779	612
MSTRG.27258	2199
MSTRG.27259	169
MSTRG.10720	0
MSTRG.10721	441
MSTRG.10722	102
MSTRG.10723	2284
MSTRG.10724	1
MSTRG.10725	99
MSTRG.10726	361
MSTRG.10727	267
MSTRG.10728	583
MSTRG.10729	0
MSTRG.34195	1
MSTRG.11553	0
MSTRG.33696	271
MSTRG.12768	106
MSTRG.12769	1397
MSTRG.12762	0
MSTRG.12763	0
MSTRG.12760	1009
MSTRG.12761	53
MSTRG.12766	0
MSTRG.12767	5435
MSTRG.12764	3006
MSTRG.12765	1179
MSTRG.10898	177
MSTRG.38149	1721
MSTRG.10892	350
MSTRG.38143	0
MSTRG.10890	25
MSTRG.10891	327
MSTRG.38146	212
MSTRG.10897	1460
MSTRG.10894	1785
MSTRG.10895	0
MSTRG.17048	1185
MSTRG.17049	0
MSTRG.33178	12
MSTRG.33179	276
MSTRG.17040	6
MSTRG.33173	69
MSTRG.33170	882
MSTRG.33171	643
MSTRG.33176	623
MSTRG.17045	0
MSTRG.17046	0
MSTRG.33175	524
MSTRG.12498	87
MSTRG.12499	410
MSTRG.12494	4256
MSTRG.12495	289
MSTRG.12496	0
MSTRG.12497	143
MSTRG.12490	1500
MSTRG.12491	0
MSTRG.12492	119
MSTRG.12493	23
MSTRG.13541	877
MSTRG.2508	16
MSTRG.2509	906
MSTRG.2500	730
MSTRG.2501	6195
MSTRG.2502	707
MSTRG.2503	55379
MSTRG.2504	2075
MSTRG.2505	1394
MSTRG.2506	67273
MSTRG.2507	131
MSTRG.3679	16045
MSTRG.30368	0
MSTRG.38142	0
MSTRG.3671	0
MSTRG.3670	0
MSTRG.3673	57
MSTRG.3672	458
MSTRG.3675	1
MSTRG.3674	0
MSTRG.3677	806
MSTRG.3676	1731
MSTRG.20811	8337
MSTRG.20810	0
MSTRG.34152	0
MSTRG.25865	425
MSTRG.4902	0
MSTRG.4903	0
MSTRG.4900	584
MSTRG.20812	795
MSTRG.4906	21
MSTRG.4907	0
MSTRG.4904	1
MSTRG.4905	40
MSTRG.20815	10285
MSTRG.4908	22
MSTRG.4909	253
MSTRG.20814	0
MSTRG.20817	0
MSTRG.20816	45
MSTRG.8591	2126
MSTRG.8590	1134
MSTRG.8593	17
MSTRG.8592	51
MSTRG.8595	8054
MSTRG.771	0
MSTRG.8597	817
MSTRG.8596	1821
MSTRG.8599	35
MSTRG.8598	743
MSTRG.778	4679
MSTRG.779	539
MSTRG.33522	0
MSTRG.18179	72
MSTRG.18178	8
MSTRG.18175	6
MSTRG.18174	938
MSTRG.18177	8
MSTRG.18176	87
MSTRG.18171	0
MSTRG.18170	1
MSTRG.18173	2355
MSTRG.18172	849
MSTRG.13547	0
MSTRG.1743	0
MSTRG.1742	1418
MSTRG.1741	100
MSTRG.1740	0
MSTRG.1747	589
MSTRG.1746	2
MSTRG.1745	823
MSTRG.1744	0
MSTRG.1749	76
MSTRG.1748	0
MSTRG.21636	6
MSTRG.21637	288
MSTRG.21634	5050
MSTRG.21635	0
MSTRG.21632	18
MSTRG.21633	894
MSTRG.21630	306
MSTRG.21631	27
MSTRG.21638	97
